City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,iqaluit,63.7506,-68.5145,-6.28,79,100,5.81,CA,1681960445
1,jamestown,42.097,-79.2353,5.77,75,75,0.0,US,1681960446
2,grytviken,-54.2811,-36.5092,3.24,92,99,2.7,GS,1681960446
3,manokwari,-0.8667,134.0833,27.91,76,100,1.33,ID,1681960447
4,afaahiti,-17.75,-149.2833,27.93,84,98,6.51,PF,1681960447
5,pimentel,-6.8367,-79.9342,25.16,73,0,3.09,PE,1681960447
6,junin,-34.5838,-60.9433,8.27,82,0,1.46,AR,1681960207
7,waitangi,-43.9535,-176.5597,17.12,90,97,3.58,NZ,1681960448
8,yellowknife,62.456,-114.3525,-0.82,81,8,2.75,CA,1681960370
9,aripuana,-9.1667,-60.6333,22.54,98,29,0.65,BR,1681960449
10,port-aux-francais,-49.35,70.2167,4.98,68,12,15.55,TF,1681960449
11,bredasdorp,-34.5322,20.0403,16.92,51,100,2.58,ZA,1681960450
12,beira,-19.8436,34.8389,20.26,93,12,2.59,MZ,1681960450
13,chonchi,-42.6128,-73.8092,13.56,97,82,1.36,CL,1681960450
14,kourou,5.1552,-52.6478,24.03,92,98,2.83,GF,1681960451
15,betio village,1.358,172.9211,31.02,76,50,5.7,KI,1681960451
16,maharaganj,27.1333,83.5667,35.7,15,45,4.86,IN,1681960452
17,arraial do cabo,-22.9661,-42.0278,23.64,82,100,4.19,BR,1681960453
18,kaya,13.0917,-1.0844,29.92,11,78,0.78,BF,1681960453
19,hermanus,-34.4187,19.2345,16.56,75,100,6.67,ZA,1681960453
20,sitka,57.0531,-135.33,10.94,43,40,7.72,US,1681960453
21,naze,28.3667,129.4833,19.25,96,100,6.97,JP,1681960454
22,bilibino,68.0546,166.4372,0.04,89,100,1.33,RU,1681960455
23,krutaya gorka,55.3649,73.2231,1.49,39,39,2.73,RU,1681960455
24,lagunas,-5.2269,-75.6753,24.0,93,100,0.21,PE,1681960456
25,akonolinga,3.7667,12.25,20.39,99,91,0.82,CM,1681960457
26,adamstown,-25.066,-130.1015,24.26,77,100,1.22,PN,1681960457
27,kidal,18.4411,1.4078,27.99,8,78,4.7,ML,1681960457
28,invercargill,-46.4,168.35,16.88,62,87,0.91,NZ,1681960235
29,avarua,-21.2078,-159.775,25.03,100,75,7.2,CK,1681960458
30,nuuk,64.1835,-51.7216,-1.66,93,100,3.6,GL,1681960458
31,isafjordur,66.0755,-23.124,7.47,88,52,5.73,IS,1681960293
32,tongren,27.7172,109.1853,26.15,67,90,1.69,CN,1681960459
33,barranca,-10.75,-77.7667,23.35,82,35,3.96,PE,1681960459
34,utrik,11.2278,169.8474,26.85,78,99,8.11,MH,1681960460
35,bethel,41.3712,-73.414,8.13,70,0,0.0,US,1681960460
36,talnakh,69.4865,88.3972,-13.77,93,98,3.49,RU,1681960460
37,magistral'nyy,56.1725,107.4458,-4.67,53,100,2.13,RU,1681960461
38,ushuaia,-54.8,-68.3,0.59,94,55,2.42,AR,1681960461
39,edinburgh of the seven seas,-37.0676,-12.3116,17.95,92,100,13.35,SH,1681960461
40,kerikeri,-35.2268,173.9474,22.17,89,100,1.79,NZ,1681960244
41,sisimiut,66.9395,-53.6735,-8.41,81,89,3.7,GL,1681960462
42,port mathurin,-19.6833,63.4167,25.91,76,14,9.34,MU,1681960462
43,sohbatpur,28.5202,68.5434,28.44,10,0,6.35,PK,1681960463
44,tiksi,71.6872,128.8694,-18.29,96,100,2.68,RU,1681960228
45,ponnamaravati,10.3,78.55,29.89,61,6,2.82,IN,1681960463
46,oban,56.4127,-5.4706,2.99,74,2,3.13,GB,1681960463
47,udachny,66.4167,112.4,-4.75,48,100,3.41,RU,1681960182
